Player,Salary,Season,PTS,AST,REB,TOV,GP,IntegrationMethod,Source
ersan ilyasova,2320500.0,2011.0,571.0,56.0,365.0,63.0,60.0,Exact,both
keyon dooling,2080000.0,2011.0,571.0,243.0,117.0,91.0,80.0,Exact,both
noah vonleh,1512601.0,2019.0,571.0,129.0,528.0,88.0,68.0,Exact,both
josh okogie,2160720.0,2019.0,570.0,91.0,218.0,63.0,74.0,Exact,both
cam thomas,2354647.0,2022.0,570.0,78.0,161.0,55.0,67.0,Exact,both
cj watson,2077000.0,2015.0,570.0,208.0,163.0,100.0,57.0,Exact,both
nate robinson,785487.0,2012.0,570.0,231.0,100.0,75.0,51.0,Exact,both
chris mihm,2067000.0,2002.0,569.0,24.0,392.0,97.0,74.0,Exact,both
matthew dellavedova,1147276.0,2016.0,569.0,337.0,162.0,116.0,76.0,Exact,both
taj gibson,1117680.0,2011.0,569.0,58.0,458.0,71.0,80.0,Exact,both
darius songaila,2200000.0,2006.0,568.0,88.0,246.0,85.0,62.0,Exact,both
jordan crawford,1198680.0,2013.0,568.0,157.0,135.0,97.0,43.0,Exact,both
patrick beverley,915243.0,2015.0,568.0,192.0,237.0,83.0,56.0,Exact,both
landry shamet,2547113.0,2021.0,567.0,99.0,112.0,48.0,61.0,Exact,both
jon leuer,1035000.0,2016.0,567.0,72.0,373.0,75.0,67.0,Exact,both
darius miller,2205000.0,2019.0,567.0,146.0,128.0,59.0,69.0,Exact,both
jamaal tinsley,805000.0,2003.0,566.0,548.0,260.0,192.0,73.0,Exact,both
shane larkin,1500000.0,2016.0,566.0,342.0,180.0,146.0,78.0,Exact,both
deandre jordan,854389.0,2011.0,566.0,42.0,575.0,101.0,80.0,Exact,both
yi jianlian,2777760.0,2008.0,566.0,55.0,344.0,90.0,66.0,Exact,both
bobby jackson,2250000.0,2001.0,566.0,161.0,246.0,103.0,79.0,Exact,both
raymond felton,1471382.0,2018.0,565.0,203.0,156.0,76.0,82.0,Exact,both
jarell martin,1471382.0,2018.0,565.0,73.0,318.0,86.0,73.0,Exact,both
lonnie walker,2416341.0,2024.0,565.0,74.0,127.0,51.0,58.0,Fuzzy,both
alan anderson,947907.0,2014.0,564.0,81.0,175.0,62.0,78.0,Exact,both
hassan whiteside,769881.0,2015.0,564.0,6.0,482.0,58.0,48.0,Exact,both
moritz wagner,1999575.0,2022.0,564.0,87.0,232.0,56.0,63.0,Exact,both
isaiah hartenstein,1999575.0,2022.0,563.0,160.0,332.0,84.0,68.0,Exact,both
iman shumpert,1563120.0,2012.0,563.0,164.0,186.0,111.0,59.0,Exact,both
miles mcbride,1890653.0,2024.0,562.0,114.0,100.0,30.0,68.0,Exact,both
vince carter,1512601.0,2019.0,562.0,87.0,194.0,48.0,76.0,Exact,both
trey lyles,2783256.0,2023.0,562.0,66.0,300.0,64.0,74.0,Exact,both
nick young,1491240.0,2008.0,561.0,63.0,115.0,94.0,75.0,Exact,both
melvin ely,2401027.0,2006.0,560.0,76.0,277.0,100.0,57.0,Exact,both
markieff morris,1750000.0,2020.0,560.0,77.0,218.0,76.0,58.0,Exact,both
steve blake,1000000.0,2006.0,560.0,306.0,146.0,83.0,68.0,Exact,both
paul millsap,625000.0,2007.0,559.0,62.0,423.0,94.0,82.0,Exact,both
richaun holmes,1025831.0,2017.0,559.0,58.0,311.0,55.0,57.0,Exact,both
chris whitney,2370000.0,2001.0,558.0,248.0,106.0,103.0,59.0,Exact,both
chase budinger,854389.0,2012.0,558.0,74.0,217.0,55.0,58.0,Exact,both
gary neal,854389.0,2012.0,557.0,117.0,118.0,60.0,56.0,Exact,both
dalano banton,2079719.0,2024.0,557.0,127.0,178.0,77.0,54.0,Exact,both
rudy gobert,1175880.0,2016.0,557.0,91.0,668.0,114.0,61.0,Exact,both
luther head,1122000.0,2008.0,557.0,138.0,135.0,70.0,73.0,Exact,both
raul neto,2294633.0,2021.0,557.0,146.0,156.0,53.0,64.0,Exact,both
sebastian telfair,2562426.0,2008.0,556.0,355.0,135.0,111.0,60.0,Exact,both
dion glover,2270000.0,2004.0,556.0,115.0,237.0,83.0,55.0,Exact,both
tj mcconnell,874636.0,2017.0,556.0,534.0,251.0,159.0,81.0,Exact,both
jodie meeks,854389.0,2012.0,556.0,54.0,161.0,29.0,66.0,Exact,both
brian roberts,473604.0,2013.0,555.0,219.0,97.0,71.0,78.0,Exact,both
tyronn lue,1714000.0,2002.0,555.0,246.0,122.0,96.0,71.0,Exact,both
bryn forbes,1312611.0,2018.0,555.0,80.0,110.0,37.0,80.0,Exact,both
delon wright,2536898.0,2018.0,555.0,200.0,198.0,78.0,69.0,Exact,both
rashad mccants,2620126.0,2009.0,554.0,68.0,110.0,64.0,58.0,Exact,both
popeye jones,1300000.0,2002.0,554.0,127.0,578.0,88.0,79.0,Exact,both
david west,1499187.0,2016.0,554.0,143.0,309.0,68.0,78.0,Exact,both
james johnson,2500000.0,2015.0,554.0,95.0,257.0,79.0,70.0,Exact,both
tyler ulis,1312611.0,2018.0,554.0,311.0,128.0,127.0,71.0,Exact,both
quentin richardson,1174000.0,2003.0,552.0,52.0,281.0,64.0,59.0,Exact,both
jarvis hayes,1200000.0,2008.0,552.0,62.0,178.0,47.0,82.0,Exact,both
ian clark,1471382.0,2018.0,551.0,110.0,127.0,57.0,74.0,Exact,both
caleb martin,975970.0,2022.0,551.0,64.0,230.0,52.0,60.0,Exact,both
jose alvarado,1657779.0,2023.0,550.0,186.0,141.0,81.0,61.0,Exact,both
clifford robinson,2500000.0,2006.0,550.0,89.0,267.0,62.0,80.0,Exact,both
felipe lopez,831000.0,2001.0,550.0,107.0,234.0,83.0,70.0,Exact,both
wesley johnson,1100602.0,2016.0,549.0,49.0,248.0,54.0,80.0,Exact,both
courtney alexander,1418000.0,2002.0,549.0,86.0,148.0,60.0,56.0,Exact,both
marquese chriss,654469.0,2020.0,548.0,114.0,365.0,78.0,59.0,Exact,both
al thornton,1900200.0,2010.0,548.0,61.0,192.0,66.0,51.0,Exact,both
caris levert,1702800.0,2019.0,547.0,156.0,151.0,69.0,40.0,Exact,both
markieff morris,427288.0,2019.0,547.0,79.0,265.0,54.0,58.0,Exact,both
anderson varejao,945600.0,2007.0,547.0,75.0,545.0,67.0,81.0,Exact,both
drew eubanks,2590009.0,2022.0,546.0,85.0,382.0,81.0,71.0,Exact,both
jeremy lin,487109.0,2019.0,546.0,181.0,119.0,98.0,51.0,Exact,both
wayne ellington,2383076.0,2019.0,545.0,72.0,107.0,40.0,53.0,Exact,both
sonny weems,854389.0,2011.0,545.0,104.0,153.0,86.0,59.0,Exact,both
alan anderson,1276061.0,2015.0,545.0,83.0,204.0,60.0,74.0,Exact,both
anthony carter,770610.0,2008.0,545.0,388.0,200.0,124.0,70.0,Exact,both
moochie norris,523000.0,2001.0,544.0,283.0,198.0,107.0,82.0,Exact,both
patrick patterson,2096760.0,2013.0,544.0,51.0,221.0,42.0,47.0,Exact,both
shelvin mack,884293.0,2014.0,544.0,271.0,160.0,89.0,73.0,Exact,both
ryan arcidiacono,1349383.0,2019.0,544.0,269.0,219.0,63.0,81.0,Exact,both
cody martin,2061329.0,2022.0,544.0,179.0,285.0,61.0,71.0,Exact,both
eric bledsoe,1485000.0,2011.0,543.0,289.0,223.0,194.0,81.0,Exact,both
terence davis,898310.0,2020.0,543.0,115.0,237.0,76.0,72.0,Exact,both
isaiah whitehead,1074145.0,2017.0,543.0,192.0,184.0,142.0,73.0,Exact,both
cj watson,992680.0,2013.0,543.0,161.0,145.0,69.0,80.0,Exact,both
clint capela,1242720.0,2016.0,542.0,47.0,494.0,60.0,77.0,Exact,both
aaron wiggins,1890653.0,2024.0,542.0,86.0,186.0,56.0,78.0,Exact,both
kirk snyder,1437240.0,2006.0,542.0,102.0,161.0,70.0,68.0,Exact,both
ty lawson,1438680.0,2010.0,542.0,203.0,124.0,82.0,65.0,Exact,both
troy brown,2086832.0,2023.0,541.0,95.0,308.0,49.0,76.0,Fuzzy,both
james posey,1723000.0,2003.0,541.0,106.0,281.0,78.0,58.0,Exact,both
brandan wright,992680.0,2013.0,541.0,38.0,260.0,34.0,64.0,Exact,both
jake layman,1544951.0,2019.0,541.0,53.0,217.0,46.0,71.0,Exact,both
rodney white,1948000.0,2004.0,541.0,60.0,165.0,78.0,72.0,Exact,both
gary trent jr,1416852.0,2020.0,541.0,61.0,100.0,21.0,61.0,Exact,both
jacque vaughn,590000.0,2002.0,540.0,349.0,168.0,112.0,82.0,Exact,both
trayce jacksondavis,1152829.0,2024.0,540.0,82.0,341.0,49.0,68.0,Exact,both
anthony tolliver,427316.0,2010.0,539.0,87.0,320.0,46.0,46.0,Exact,both
josh richardson,874636.0,2017.0,539.0,140.0,168.0,65.0,53.0,Exact,both
anthony tolliver,427316.0,2010.0,539.0,87.0,319.0,46.0,44.0,Exact,both
jae crowder,915243.0,2015.0,539.0,82.0,264.0,39.0,57.0,Exact,both
raymond felton,980431.0,2017.0,538.0,191.0,218.0,83.0,80.0,Exact,both
leon powe,797581.0,2009.0,538.0,46.0,345.0,76.0,70.0,Exact,both
austin daye,1803720.0,2011.0,537.0,78.0,274.0,59.0,72.0,Exact,both
steven adams,2184960.0,2015.0,537.0,66.0,523.0,99.0,70.0,Exact,both
joakim noah,2295480.0,2009.0,537.0,106.0,606.0,82.0,80.0,Exact,both
damien wilkins,2500000.0,2006.0,536.0,107.0,192.0,85.0,82.0,Exact,both
jordan crawford,2162419.0,2014.0,536.0,224.0,120.0,84.0,39.0,Exact,both
keon clark,2726000.0,2003.0,536.0,80.0,451.0,94.0,80.0,Exact,both
cory joseph,2023261.0,2015.0,535.0,188.0,192.0,67.0,79.0,Exact,both
marcus williams,1097880.0,2007.0,534.0,260.0,163.0,142.0,79.0,Exact,both
reggie bullock,2500000.0,2019.0,534.0,109.0,123.0,54.0,44.0,Fuzzy,both
rodions kurucs,1618320.0,2019.0,534.0,52.0,246.0,77.0,63.0,Exact,both
toney douglas,2067880.0,2013.0,534.0,151.0,138.0,81.0,71.0,Exact,both
hassan whiteside,2777011.0,2022.0,534.0,26.0,494.0,53.0,65.0,Exact,both
chimezie metu,2038404.0,2022.0,534.0,60.0,335.0,61.0,60.0,Exact,both
joey graham,1388400.0,2006.0,533.0,60.0,244.0,92.0,80.0,Exact,both
andrew harrison,1312611.0,2018.0,533.0,177.0,131.0,81.0,56.0,Exact,both
josh okogie,2530680.0,2020.0,533.0,99.0,268.0,87.0,62.0,Exact,both
isaiah roby,1849950.0,2021.0,533.0,107.0,341.0,113.0,61.0,Exact,both
josh mcroberts,885120.0,2011.0,533.0,150.0,382.0,93.0,72.0,Exact,both
terence davis,1849950.0,2021.0,533.0,83.0,154.0,63.0,61.0,Exact,both
michael sweetney,2116920.0,2006.0,533.0,59.0,350.0,95.0,66.0,Exact,both
langston galloway,235762.0,2015.0,533.0,150.0,190.0,61.0,45.0,Exact,both
marreese speights,1658280.0,2010.0,532.0,36.0,252.0,51.0,62.0,Exact,both
justin anderson,1514160.0,2017.0,532.0,66.0,245.0,66.0,75.0,Exact,both
peyton watson,2371966.0,2024.0,532.0,86.0,258.0,58.0,80.0,Exact,both
nick richards,1890091.0,2023.0,532.0,38.0,416.0,59.0,65.0,Exact,both
toney douglas,1164858.0,2016.0,531.0,157.0,143.0,64.0,61.0,Exact,both
austin rivers,2439840.0,2015.0,530.0,155.0,152.0,65.0,76.0,Exact,both
jaden hardy,1770967.0,2024.0,530.0,109.0,131.0,62.0,73.0,Exact,both
channing frye,2487240.0,2008.0,530.0,57.0,354.0,55.0,78.0,Exact,both
austin rivers,2339040.0,2014.0,530.0,160.0,129.0,77.0,69.0,Exact,both
glen davis,711517.0,2009.0,530.0,69.0,301.0,71.0,76.0,Exact,both
shabazz napier,1942422.0,2019.0,529.0,143.0,100.0,66.0,56.0,Exact,both
luc mbah a moute,854389.0,2011.0,529.0,68.0,420.0,77.0,79.0,Exact,both
josh okogie,2086832.0,2023.0,529.0,105.0,251.0,63.0,72.0,Exact,both
michael beasley,1403611.0,2017.0,528.0,53.0,193.0,66.0,56.0,Exact,both
steve blake,1330000.0,2007.0,528.0,408.0,169.0,129.0,82.0,Exact,both
kenny thomas,885000.0,2001.0,528.0,77.0,417.0,116.0,74.0,Exact,both
norris cole,1129200.0,2014.0,527.0,248.0,160.0,127.0,82.0,Exact,both
rondae hollisjefferson,2470357.0,2019.0,527.0,96.0,310.0,68.0,59.0,Exact,both
toumani camara,1152829.0,2024.0,527.0,87.0,343.0,84.0,70.0,Exact,both
montrezl harrell,1045000.0,2017.0,527.0,64.0,219.0,44.0,58.0,Exact,both
jaylen nowell,2061329.0,2022.0,527.0,130.0,123.0,36.0,62.0,Exact,both
matt barnes,242224.0,2017.0,527.0,195.0,384.0,107.0,74.0,Exact,both
ian clark,980431.0,2017.0,527.0,90.0,121.0,55.0,77.0,Exact,both
kenrich williams,2437382.0,2021.0,526.0,152.0,273.0,76.0,66.0,Exact,both
raul neto,2416128.0,2022.0,526.0,217.0,134.0,79.0,70.0,Exact,both
marreese speights,2721255.0,2012.0,526.0,48.0,374.0,74.0,60.0,Exact,both
mike bibby,216110.0,2011.0,526.0,202.0,143.0,68.0,56.0,Exact,both
jarrett jack,1058640.0,2006.0,526.0,219.0,160.0,102.0,79.0,Exact,both
josh hart,1655160.0,2019.0,525.0,93.0,248.0,58.0,67.0,Exact,both
giannis antetokounmpo,1792560.0,2014.0,525.0,150.0,339.0,122.0,77.0,Exact,both
ivica zubac,1544951.0,2019.0,525.0,63.0,362.0,70.0,59.0,Exact,both
al thornton,211084.0,2011.0,524.0,62.0,213.0,64.0,71.0,Exact,both
hubert davis,752000.0,2001.0,524.0,110.0,139.0,81.0,66.0,Exact,both
derrick brown,854389.0,2012.0,524.0,67.0,236.0,55.0,65.0,Exact,both
kwame brown,854389.0,2011.0,524.0,43.0,450.0,69.0,66.0,Exact,both
goran dragic,1972000.0,2011.0,523.0,204.0,142.0,117.0,70.0,Exact,both
courtney alexander,1524000.0,2003.0,523.0,79.0,118.0,68.0,66.0,Exact,both
jameer nelson,2732000.0,2015.0,523.0,253.0,146.0,109.0,63.0,Exact,both
skal labissiere,1312611.0,2018.0,523.0,72.0,287.0,73.0,60.0,Exact,both
deron williams,259526.0,2017.0,522.0,274.0,102.0,98.0,40.0,Exact,both
andre roberson,2183072.0,2017.0,522.0,79.0,403.0,51.0,79.0,Exact,both
vince williams jr,2298638.0,2024.0,521.0,175.0,290.0,92.0,52.0,Exact,both
mario chalmers,756000.0,2010.0,521.0,246.0,135.0,123.0,73.0,Exact,both
mason plumlee,1298640.0,2014.0,520.0,60.0,308.0,77.0,70.0,Exact,both
daequan cook,1184400.0,2008.0,518.0,75.0,177.0,63.0,59.0,Exact,both
drew eubanks,2086832.0,2023.0,518.0,103.0,418.0,67.0,78.0,Exact,both
sonny weems,736420.0,2010.0,518.0,101.0,192.0,65.0,69.0,Exact,both
elton brand,2100500.0,2013.0,518.0,70.0,430.0,57.0,72.0,Exact,both
dwight howard,1620564.0,2020.0,517.0,45.0,507.0,84.0,69.0,Exact,both
bruce brown,1416852.0,2020.0,517.0,230.0,274.0,100.0,58.0,Exact,both
ronny turiaf,770610.0,2008.0,516.0,128.0,306.0,72.0,78.0,Exact,both
otto porter,2763255.0,2022.0,515.0,94.0,362.0,37.0,63.0,Fuzzy,both
dario saric,2790369.0,2024.0,515.0,144.0,283.0,78.0,64.0,Fuzzy,both
tj warren,2041080.0,2016.0,515.0,44.0,147.0,32.0,47.0,Exact,both
kevin martin,200600.0,2016.0,514.0,58.0,110.0,54.0,55.0,Exact,both
wayne selden,1544951.0,2019.0,514.0,109.0,180.0,79.0,75.0,Exact,both
aaron holiday,2416341.0,2024.0,514.0,140.0,123.0,53.0,78.0,Exact,both
eddie house,465000.0,2002.0,514.0,123.0,110.0,80.0,64.0,Exact,both
terrance ferguson,2118840.0,2019.0,513.0,72.0,141.0,47.0,74.0,Exact,both
shabazz muhammad,1971960.0,2015.0,512.0,44.0,154.0,35.0,38.0,Exact,both
jeremy lin,762195.0,2012.0,512.0,216.0,107.0,126.0,35.0,Exact,both
sam hauser,1736715.0,2023.0,512.0,71.0,204.0,30.0,80.0,Exact,both
draymond green,875500.0,2014.0,511.0,152.0,409.0,91.0,82.0,Exact,both
ronnie brewer,2717161.0,2010.0,511.0,154.0,187.0,53.0,58.0,Exact,both
jason collins,1887000.0,2005.0,511.0,105.0,488.0,91.0,80.0,Exact,both
gilbert arenas,333000.0,2002.0,511.0,174.0,132.0,97.0,47.0,Exact,both
randy foye,2631840.0,2008.0,510.0,164.0,128.0,79.0,39.0,Exact,both
troy williams,149583.0,2021.0,510.0,144.0,88.0,66.0,42.0,Fuzzy,both
dante cunningham,2180000.0,2014.0,510.0,83.0,330.0,42.0,81.0,Exact,both
payton pritchard,2481012.0,2021.0,510.0,120.0,158.0,53.0,66.0,Exact,both
quinn cook,1544951.0,2019.0,509.0,116.0,157.0,50.0,74.0,Exact,both
alonzo mourning,1138500.0,2006.0,509.0,11.0,359.0,79.0,65.0,Exact,both
dj augustin,2374680.0,2010.0,508.0,193.0,97.0,74.0,80.0,Exact,both
jamal crawford,1512601.0,2019.0,508.0,229.0,85.0,99.0,64.0,Exact,both
bones hyland,2334245.0,2023.0,508.0,125.0,86.0,67.0,42.0,Exact,both
kawhi leonard,1809840.0,2012.0,507.0,70.0,327.0,44.0,64.0,Exact,both
tony wroten,1210080.0,2015.0,507.0,157.0,86.0,113.0,30.0,Exact,both
delonte west,1889760.0,2008.0,507.0,229.0,193.0,117.0,61.0,Exact,both
mario chalmers,1471382.0,2018.0,507.0,197.0,157.0,117.0,66.0,Exact,both
pj tucker,884293.0,2013.0,506.0,109.0,350.0,67.0,79.0,Exact,both
cameron payne,2409366.0,2021.0,505.0,217.0,144.0,60.0,60.0,Exact,both
archie goodwin,1160160.0,2016.0,505.0,118.0,142.0,100.0,57.0,Exact,both
wayne ellington,1003560.0,2010.0,505.0,74.0,159.0,74.0,76.0,Exact,both
sam dekker,1720560.0,2017.0,504.0,76.0,284.0,41.0,77.0,Exact,both
rudy fernandez,1165320.0,2010.0,503.0,127.0,164.0,72.0,62.0,Exact,both
joey graham,1492440.0,2007.0,503.0,44.0,248.0,49.0,79.0,Exact,both
cj miles,2225000.0,2014.0,503.0,52.0,103.0,44.0,51.0,Exact,both
jordan poole,1964760.0,2020.0,503.0,134.0,118.0,74.0,57.0,Exact,both
ray mccallum,816482.0,2015.0,503.0,188.0,180.0,85.0,68.0,Exact,both
rodney mcgruder,1544951.0,2019.0,503.0,112.0,238.0,64.0,66.0,Exact,both
justise winslow,2481720.0,2016.0,502.0,118.0,403.0,95.0,78.0,Exact,both
johan petro,1006800.0,2007.0,502.0,45.0,335.0,82.0,81.0,Exact,both
anfernee simons,2744541.0,2021.0,502.0,89.0,140.0,43.0,64.0,Exact,both
gary payton ii,1930149.0,2022.0,502.0,64.0,247.0,40.0,71.0,Exact,both
ronnie brewer,2717161.0,2010.0,501.0,151.0,180.0,51.0,53.0,Exact,both
rajon rondo,1143600.0,2007.0,501.0,297.0,292.0,137.0,78.0,Exact,both
ed davis,1919160.0,2011.0,501.0,40.0,462.0,48.0,65.0,Exact,both
kelly oubre jr,2006640.0,2017.0,501.0,47.0,261.0,50.0,79.0,Exact,both
dalano banton,2079719.0,2024.0,501.0,108.0,143.0,67.0,30.0,Exact,both
furkan korkmaz,2148304.0,2021.0,501.0,82.0,113.0,46.0,55.0,Exact,both
derrick jones jr,1645357.0,2020.0,500.0,62.0,233.0,30.0,59.0,Exact,both
aaron williams,2700000.0,2003.0,500.0,88.0,331.0,85.0,81.0,Exact,both
georges niang,2173605.0,2021.0,500.0,59.0,176.0,51.0,72.0,Exact,both
scott padgett,781000.0,2002.0,500.0,82.0,285.0,69.0,75.0,Exact,both
kevon looney,1512601.0,2019.0,500.0,123.0,417.0,51.0,80.0,Exact,both
anthony randolph,1709280.0,2009.0,499.0,49.0,363.0,80.0,63.0,Exact,both
etwaun moore,884293.0,2014.0,499.0,112.0,136.0,55.0,79.0,Exact,both
eddie robinson,600000.0,2001.0,498.0,59.0,198.0,43.0,67.0,Exact,both
rod strickland,2250000.0,2001.0,498.0,303.0,140.0,107.0,54.0,Exact,both
jacque vaughn,1500000.0,2001.0,498.0,323.0,150.0,129.0,82.0,Exact,both
kevin porter jr,1290960.0,2020.0,498.0,109.0,162.0,93.0,50.0,Exact,both
gerald green,872854.0,2018.0,497.0,25.0,133.0,31.0,41.0,Exact,both
dejuan blair,884293.0,2014.0,497.0,70.0,368.0,77.0,78.0,Exact,both
jeff foster,2264000.0,2004.0,497.0,64.0,610.0,60.0,82.0,Exact,both
rodney mcgruder,543471.0,2017.0,497.0,124.0,256.0,56.0,78.0,Exact,both
iman shumpert,2616975.0,2015.0,496.0,135.0,224.0,91.0,62.0,Exact,both
josh hart,1394520.0,2018.0,496.0,80.0,263.0,47.0,63.0,Exact,both
thomas bryant,2086832.0,2023.0,496.0,29.0,279.0,28.0,41.0,Exact,both
frank jackson,1378242.0,2019.0,495.0,69.0,134.0,48.0,61.0,Exact,both
iman shumpert,1703760.0,2014.0,495.0,129.0,308.0,79.0,74.0,Exact,both
david west,1471382.0,2018.0,495.0,138.0,238.0,80.0,73.0,Exact,both
roy hibbert,1465440.0,2009.0,494.0,49.0,243.0,55.0,70.0,Exact,both
wesley matthews,2564753.0,2020.0,494.0,92.0,166.0,43.0,67.0,Exact,both
calbert cheaney,2400000.0,2002.0,494.0,110.0,240.0,70.0,68.0,Exact,both
jimmer fredette,2339040.0,2013.0,494.0,92.0,71.0,68.0,69.0,Exact,both
charlie bell,641748.0,2006.0,494.0,130.0,120.0,41.0,59.0,Exact,both
tony allen,1868141.0,2008.0,494.0,114.0,168.0,109.0,75.0,Exact,both
jason williams,825497.0,2010.0,493.0,298.0,126.0,87.0,82.0,Exact,both
nick collison,1815000.0,2006.0,493.0,74.0,368.0,77.0,66.0,Exact,both
eddie jones,337238.0,2007.0,493.0,109.0,190.0,47.0,64.0,Exact,both
tj mcconnell,525093.0,2016.0,493.0,367.0,250.0,140.0,81.0,Exact,both
landry shamet,1995120.0,2020.0,492.0,99.0,100.0,42.0,53.0,Exact,both
devean george,1542000.0,2003.0,492.0,92.0,286.0,65.0,71.0,Exact,both
dion glover,1027000.0,2002.0,492.0,84.0,169.0,76.0,55.0,Exact,both
steve novak,797581.0,2009.0,492.0,40.0,125.0,23.0,71.0,Exact,both
aaron brooks,2250000.0,2016.0,491.0,180.0,101.0,82.0,69.0,Exact,both
greg buckner,1670000.0,2006.0,491.0,127.0,209.0,52.0,73.0,Exact,both
matt barnes,1906200.0,2012.0,491.0,126.0,344.0,73.0,63.0,Exact,both
trevor booker,2350820.0,2014.0,491.0,64.0,379.0,58.0,72.0,Exact,both
jake tsakalidis,820000.0,2002.0,491.0,23.0,374.0,78.0,67.0,Exact,both
jordan crawford,1042320.0,2011.0,490.0,117.0,105.0,83.0,42.0,Exact,both
omri casspi,947907.0,2014.0,490.0,88.0,260.0,72.0,71.0,Exact,both
patrick patterson,1959960.0,2012.0,490.0,53.0,286.0,49.0,64.0,Exact,both
juan dixon,2550000.0,2007.0,490.0,82.0,85.0,77.0,55.0,Exact,both
rj hampton,2663114.0,2022.0,489.0,158.0,194.0,87.0,64.0,Exact,both
javale mcgee,1392240.0,2009.0,489.0,23.0,294.0,61.0,75.0,Exact,both
jared jeffries,2433824.0,2006.0,489.0,148.0,379.0,99.0,77.0,Exact,both
thabo sefolosha,2759628.0,2010.0,489.0,145.0,387.0,90.0,82.0,Exact,both
isaiah thomas,1620564.0,2020.0,488.0,146.0,68.0,77.0,40.0,Exact,both
joakim noah,2135400.0,2008.0,488.0,84.0,416.0,89.0,74.0,Exact,both
trey lyles,2239800.0,2016.0,488.0,59.0,299.0,65.0,80.0,Exact,both
ryan anderson,1225200.0,2009.0,487.0,52.0,311.0,63.0,66.0,Exact,both
kj mcdaniels,507336.0,2015.0,487.0,72.0,200.0,105.0,62.0,Exact,both
jordan nwora,1755313.0,2022.0,487.0,59.0,221.0,57.0,62.0,Exact,both
ryan anderson,1317120.0,2010.0,487.0,37.0,202.0,56.0,63.0,Exact,both
brad wanamaker,1445697.0,2020.0,487.0,179.0,144.0,76.0,71.0,Exact,both
ike diogu,1988160.0,2006.0,486.0,29.0,229.0,78.0,69.0,Exact,both
javale mcgee,2462400.0,2012.0,486.0,25.0,362.0,68.0,41.0,Exact,both
markieff morris,1750000.0,2020.0,486.0,69.0,173.0,70.0,44.0,Exact,both
chris copeland,473604.0,2013.0,486.0,27.0,119.0,50.0,56.0,Exact,both
sam cassell,199452.0,2008.0,486.0,179.0,105.0,78.0,38.0,Exact,both
chris webber,407313.0,2007.0,486.0,127.0,288.0,74.0,43.0,Exact,both
will bynum,2790343.0,2014.0,485.0,216.0,99.0,103.0,56.0,Exact,both
james jones,2650000.0,2007.0,485.0,45.0,176.0,28.0,76.0,Exact,both
sam merrill,2056583.0,2024.0,485.0,108.0,120.0,19.0,61.0,Exact,both
mitchell robinson,1485440.0,2019.0,485.0,37.0,423.0,35.0,66.0,Exact,both
maxi kleber,1378242.0,2019.0,485.0,70.0,329.0,54.0,71.0,Exact,both
jahlil okafor,1567707.0,2019.0,484.0,40.0,278.0,52.0,59.0,Exact,both
avery bradley,1524480.0,2012.0,484.0,87.0,115.0,75.0,64.0,Exact,both
luc mbah a moute,2203000.0,2017.0,484.0,39.0,170.0,46.0,80.0,Exact,both
taj gibson,1195680.0,2012.0,484.0,47.0,332.0,60.0,63.0,Exact,both
monty williams,591000.0,2002.0,484.0,96.0,235.0,86.0,68.0,Exact,both
lance thomas,1636842.0,2016.0,484.0,53.0,131.0,57.0,59.0,Exact,both
eddy curry,2232000.0,2002.0,483.0,25.0,272.0,69.0,72.0,Exact,both
jonathon simmons,874636.0,2017.0,483.0,126.0,160.0,76.0,78.0,Exact,both
tj mcconnell,1600520.0,2019.0,483.0,258.0,174.0,91.0,76.0,Exact,both
vonteego cummings,757000.0,2001.0,483.0,227.0,137.0,91.0,66.0,Exact,both
dante cunningham,762195.0,2011.0,482.0,43.0,277.0,51.0,78.0,Exact,both
mickael pietrus,1910520.0,2006.0,481.0,44.0,163.0,78.0,52.0,Exact,both
george hill,1540493.0,2012.0,481.0,145.0,151.0,52.0,50.0,Exact,both
toney douglas,996240.0,2010.0,481.0,112.0,108.0,55.0,56.0,Exact,both
monte morris,2100666.0,2021.0,481.0,150.0,96.0,34.0,47.0,Fuzzy,both
rodney carney,1655760.0,2009.0,481.0,26.0,126.0,43.0,67.0,Exact,both
brian roberts,2732000.0,2015.0,480.0,162.0,109.0,57.0,72.0,Exact,both
kyle singler,1090000.0,2015.0,480.0,85.0,194.0,55.0,80.0,Exact,both
speedy claxton,1006000.0,2002.0,480.0,198.0,160.0,95.0,67.0,Exact,both
troy murphy,1310000.0,2002.0,480.0,70.0,322.0,84.0,82.0,Exact,both
othella harrington,2250000.0,2001.0,480.0,36.0,289.0,104.0,44.0,Exact,both
aaron wiggins,1657779.0,2023.0,479.0,80.0,210.0,55.0,70.0,Exact,both
domantas sabonis,2440200.0,2017.0,479.0,82.0,288.0,83.0,81.0,Exact,both
marcus banks,1724280.0,2006.0,479.0,188.0,116.0,96.0,40.0,Exact,both
sebastian telfair,1793160.0,2007.0,479.0,218.0,108.0,98.0,78.0,Exact,both
gary trent,591000.0,2002.0,478.0,60.0,270.0,58.0,64.0,Exact,both
tj mcconnell,1600520.0,2018.0,478.0,303.0,226.0,112.0,76.0,Exact,both
steve novak,854389.0,2012.0,477.0,12.0,104.0,21.0,54.0,Exact,both
chris andersen,1399507.0,2014.0,477.0,19.0,379.0,53.0,72.0,Exact,both
